Filename,Card Name,AI Prompt
core-mosswake-drifter.png,Moosweck-Streunerin,"Fantasy trading card game illustration, digital-painterly style. A drifting plant creature made of moss and vines, leaving behind a new, young shoot upon passing away. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-myriad-cog.png,Vielfaches Zahnrad,"Fantasy trading card game illustration, digital-painterly style. An intricate clockwork mechanism made of countless interlocking gears in constant motion. Color palette: neutral material tones, brass, copper, steel. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-overgrowth-colossus.png,Wucherkoloss,"Fantasy trading card game illustration, digital-painterly style. A gigantic colossus overgrown with rampant greenery, crushing the ground with every step. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-pit-reaver.png,Gruben-Plünderer,"Fantasy trading card game illustration, digital-painterly style. A swift raider nimbly climbing out of a dark pit and immediately rushing to attack. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-plaguebound-wretch.png,Seuchengebundener Wicht,"Fantasy trading card game illustration, digital-painterly style. A sickly wretch covered in plague pustules limping through pestilent alleys. Color palette: dark violet and deep black tones, sickly yellow accents. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-pyreblast-cannon.png,Feuerofen-Kanonade,"Fantasy trading card game illustration, digital-painterly style. A massive, glowing fire cannon discharging with an all-consuming explosion. Color palette: warm red and intense orange tones, fire. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-radiant-insight.png,Strahlende Einsicht,"Fantasy trading card game illustration, digital-painterly style. A radiant cone of light briefly illuminating the thoughts of a praying figure with new insight. Color palette: warm gold and bright white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-radiant-mercy.png,Strahlende Gnade,"Fantasy trading card game illustration, digital-painterly style. A massive, golden radiant glow enveloping an exhausted warrior with deep healing. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-raidhorn-berserker.png,Sturmruf-Berserker,"Fantasy trading card game illustration, digital-painterly style. A wildly roaring berserker blowing into a war horn and charging headlong into battle. Color palette: warm red and orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-reckless-charge.png,Waghalsiger Sturmlauf,"Fantasy trading card game illustration, digital-painterly style. A reckless warrior charging without regard with a waving cloak against enemy lines. Color palette: warm red and orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-riftfin-duelist.png,Riftflossen-Duellant,"Fantasy trading card game illustration, digital-painterly style. A water spirit with razor-sharp fins darting out lightning-fast from a tidal rift. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-riptide-purge.png,Doppelflut,"Fantasy trading card game illustration, digital-painterly style. Two massive, opposing tidal waves washing enemy creatures back onto the open sea. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-riptide-shackles.png,Flutschellen,"Fantasy trading card game illustration, digital-painterly style. Heavy, dripping water shackles winding clankingly around wrists and ankles. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-riptide-snare.png,Flutfessel,"Fantasy trading card game illustration, digital-painterly style. A sudden current vortex snapping bindingly around the legs of an enemy creature. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-rootbane-wither.png,Wurzelbann-Fäulnis,"Fantasy trading card game illustration, digital-painterly style. Brown-black rot creeping like withering roots over a creature, slowly wasting it away. Color palette: lush green, deep brown tones, decaying black. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-rootbound-effigy.png,Wurzelgebundene Effigie,"Fantasy trading card game illustration, digital-painterly style. An effigy carved from intertwined wood roots standing firmly rooted in the loamy forest floor. Color palette: neutral wood tones, earth brown. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-rootbound-mark.png,Wurzelgebundenes Mal,"Fantasy trading card game illustration, digital-painterly style. A permanent root mark growing deep into the skin of a creature, granting it unstoppable impact force. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-rootbound-sentinel.png,Wurzelgebundener Wächter,"Fantasy trading card game illustration, digital-painterly style. A tree-keeper sentinel deeply rooted in the ground, standing immovably as a living wall. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-rootgrowth-idol.png,Wurzelwuchs-Idol,"Fantasy trading card game illustration, digital-painterly style. A weathered stone idol overgrown with young root shoots in the forest shade. Color palette: neutral stone, mossy green, earth brown. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-rootrot-curse.png,Fluch der Wurzelfäule,"Fantasy trading card game illustration, digital-painterly style. A foul, brown curse slowly rotting the roots and vines of a hexed creature. Color palette: lush green, decaying brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-rootwake-shrine.png,Wurzelweck-Schrein,"Fantasy trading card game illustration, digital-painterly style. A shrine entwined by ancient, awakening roots deep in the heart of the forest. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-rot-touched-stalker.png,Fäulnisberührter Pirscher,"Fantasy trading card game illustration, digital-painterly style. A decay-marked undead stalker sneaking with foul breath through the undergrowth. Color palette: dark violet and deep black tones, rotting green highlights. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sanctified-remains.png,Geweihte Gebeine,"Fantasy trading card game illustration, digital-painterly style. Sanctified remains wrapped in golden light resting on a simple altar stone. Color palette: warm gold, white tones, neutral stone grey. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sanctum-ward.png,Heiligtums-Schutz,"Fantasy trading card game illustration, digital-painterly style. A luminous protective circle of golden light enclosing a watchful creature in front of a sanctuary. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-scorch-bolt.png,Sengender Bolzen,"Fantasy trading card game illustration, digital-painterly style. A searing, orange-red bolt of fire hissing through the air with scorching heat. Color palette: warm red and intense orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-searing-curse.png,Sengender Fluch,"Fantasy trading card game illustration, digital-painterly style. Scorching, red tongues of flame briefly settling cursing over an enemy creature, weakening it. Color palette: warm red and orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-second-wind.png,Zweiter Atem,"Fantasy trading card game illustration, digital-painterly style. An exhausted warrior taking a deep breath in the warm light, rising with new strength. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-seedling-swarm.png,Schwarm der Sprösslinge,"Fantasy trading card game illustration, digital-painterly style. Two small, green seedlings sharply sprouting upward from the forest floor. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-shackleweight-idol.png,Fesselgewicht-Idol,"Fantasy trading card game illustration, digital-painterly style. A heavy idol with chained weights pressing down any adversary. Color palette: neutral material tones, iron grey, stone grey. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-silence-ban.png,Bann des Schweigens,"Fantasy trading card game illustration, digital-painterly style. A violet silence settling suffocatingly over a casting spell, choking it in its infancy. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-silence-veil.png,Schleier des Schweigens,"Fantasy trading card game illustration, digital-painterly style. A wide, black-violet veil settling paralyzingly over the entire magical stack, choking any effect. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-silence-ward.png,Stiller Bann,"Fantasy trading card game illustration, digital-painterly style. A muffled, dark silence swallowing an activated or triggered ability at the last moment. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-silt-warden.png,Schlickwächterin,"Fantasy trading card game illustration, digital-painterly style. A silt-covered, small octopus lurking motionless in the murky sediment of a river delta. Color palette: cool blue and turquoise tones, murky browns. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-skyclad-anvil.png,Himmelsgewandter Amboss,"Fantasy trading card game illustration, digital-painterly style. An anvil built on a floating platform, surrounded by clouds and wind. Color palette: neutral material tones, sky blue, white clouds. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-skyforge-standard.png,Himmelsschmiede-Feldzeichen,"Fantasy trading card game illustration, digital-painterly style. A towering military standard featuring an anvil symbol fluttering in the high altitude wind. Color palette: neutral material tones, sky blue, metallic tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-skyward-ward.png,Himmelswärts-Schutz,"Fantasy trading card game illustration, digital-painterly style. An ascending, golden beam of light stretching a creature protectively toward the heavens. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-skywatch-lattice.png,Himmelswacht-Gitterwerk,"Fantasy trading card game illustration, digital-painterly style. A delicate, metallic lattice structure on top of a tower looking watchfully into the wide sky. Color palette: neutral metallic tones, sky grey. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-soul-drainer.png,Seelenzehrer,"Fantasy trading card game illustration, digital-painterly style. A gaunt, violet-shimmering demon pulling the soul out of its victims with outstretched claws. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-soul-siphon.png,Seelenzapfer,"Fantasy trading card game illustration, digital-painterly style. A dark energy beam siphoning life force from a target, channeling it back to the caster. Color palette: dark violet and deep black tones, faint crimson. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-soulbound-embrace.png,Seelengebundene Umarmung,"Fantasy trading card game illustration, digital-painterly style. Two shadowy, soul-bound arms enfolding a creature in a caring yet eerie embrace. Color palette: dark violet and deep black tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-soulforged-censer.png,Seelengeschmiedetes Räuchergefäß,"Fantasy trading card game illustration, digital-painterly style. An elaborately forged censer letting violet, soul-heavy smoke rise up. Color palette: neutral material tones, dark metal, violet smoke. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sporewing-strider.png,Sporenschwinge,"Fantasy trading card game illustration, digital-painterly style. A light plant creature with spore-dusted, translucent wings floating over mushroom meadows. Color palette: lush green, earthy brown, glowing fungal spores. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-stonebark-elder.png,Steinrinden-Ältester,"Fantasy trading card game illustration, digital-painterly style. A massive, stone-hard tree elder with cracked bark standing guard like a living rock. Color palette: lush green and deep brown tones, stone grey. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-stoneguard-paragon.png,Steinwacht-Musterbild,"Fantasy trading card game illustration, digital-painterly style. A golem carved from grey rock growing further in stature with each accumulated growth surge. Color palette: lush green, deep brown, rocky grey. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-storm-strider.png,Sturmschreiter,"Fantasy trading card game illustration, digital-painterly style. A creature formed of a raging firestorm chasing with lightning speed across the plain. Color palette: warm red and intense orange tones, electric sparks. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sun-acolyte.png,Sonnenschwester,"Fantasy trading card game illustration, digital-painterly style. A female cleric in sun-yellow attire directing healing light directly back into her own wounds. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sunblade-vanguard.png,Sonnenklingen-Vorhut,"Fantasy trading card game illustration, digital-painterly style. A female vanguard with a blade sparkling in the sunlight, striking first. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sunfall-martyr.png,Sonnenfall-Märtyrerin,"Fantasy trading card game illustration, digital-painterly style. A self-sacrificing female martyr radiating a final, healing sunlight over her allies as she falls. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sunforged-colossus.png,Sonnengeschmiedeter Koloss,"Fantasy trading card game illustration, digital-painterly style. A massive colossus forged from gold-glowing metal, stomping unstoppably through battle ranks. Color palette: warm gold and white tones, molten metal. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sunhaven-guard.png,Sonnenhort-Wache,"Fantasy trading card game illustration, digital-painterly style. A guard with a long spear standing before a sunlit haven, fending off attacks from afar. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sunlit-canopy.png,Sonnendach,"Fantasy trading card game illustration, digital-painterly style. A canopy of leaves flooded by translucent, golden light providing protection over an entire host. Color palette: warm gold and white tones, vibrant tree canopy. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sunlit-vigil.png,Sonnenlicht-Wache,"Fantasy trading card game illustration, digital-painterly style. A guard in radiant white armor holding the position upright and watchfully in the sunlight. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sunveil-mantle.png,Sonnenschleier-Mantel,"Fantasy trading card game illustration, digital-painterly style. A slightly shimmering, sun-drenched veil mantle wrapping protectively around a figure. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sunward-vanguard.png,Sonnenwärts-Vorkämpferin,"Fantasy trading card game illustration, digital-painterly style. A female vanguard pointing her weapon toward the sun, channeling healing light back into her own body. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-sunwatch-canopy.png,Sonnenwacht-Blätterdach,"Fantasy trading card game illustration, digital-painterly style. A watchful, light-flooded canopy of leaves towering high over a sacred grove. Color palette: warm gold, white, and lush green tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tariff-spire.png,Zollturm,"Fantasy trading card game illustration, digital-painterly style. A high tower washed by tidal water, demanding strict toll from anyone who passes. Color palette: cool blue, turquoise tones, neutral stone. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-temple-sentinel.png,Tempelwächter,"Fantasy trading card game illustration, digital-painterly style. A massive sentinel made of white stone standing unflinchingly before the gates of a holy temple. Color palette: warm gold, white tones, marble stone. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thicket-fang.png,Dickichtreißzahn,"Fantasy trading card game illustration, digital-painterly style. A slender, poisonous-green snake with fatally dripping fangs winding through dense thicket. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thistlehide-healer.png,Distelfell-Heilerin,"Fantasy trading card game illustration, digital-painterly style. A thistle-furred healer beast drawing healing power from every combat with gentle claws. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornback-warden.png,Dornwächter,"Fantasy trading card game illustration, digital-painterly style. A thorn-armed beast with long, spiky limbs keeping watchful lookout over the clearing. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornbound-guard.png,Dorngebundene Wächterin,"Fantasy trading card game illustration, digital-painterly style. A beast warden entwined with thorny vines standing motionless on the forest path. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornclad-ward.png,Dorngewandeter Schutz,"Fantasy trading card game illustration, digital-painterly style. A protective mantle densely covered with thorns granting its wearer raw, breaking-through impact force. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornhide-brawler.png,Dornhaut-Raufbold,"Fantasy trading card game illustration, digital-painterly style. A coarse, thorn-skinned brawler plowing with brachial force through any obstacle. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornrage-boar.png,Dornwut-Keiler,"Fantasy trading card game illustration, digital-painterly style. A furious, thorn-covered wild boar striking back reflexively whenever hit by a weapon. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornreach-standard.png,Dorngriff-Feldzeichen,"Fantasy trading card game illustration, digital-painterly style. A military standard pole overgrown with thorny vines standing firmly rooted in the battlefield. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornreach-strider.png,Dornreich-Wandler,"Fantasy trading card game illustration, digital-painterly style. A long-legged, thorn-armed beast roaming with wide steps through dense briars. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornrush-sprinter.png,Dornhast-Flitzer,"Fantasy trading card game illustration, digital-painterly style. A swift, thorn-protected beast hastily rushing through the undergrowth. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornseed-caller.png,Dornsaat-Ruferin,"Fantasy trading card game illustration, digital-painterly style. A female druid with a wreath of thornseed calling quiet conjuring words in the forest. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornviper-skirmisher.png,Dornotter-Plänklerin,"Fantasy trading card game illustration, digital-painterly style. A fast thorn viper darting lightning-quick out of the undergrowth with a poisoned bite. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornwarden-ascetic.png,Dornwart-Asket,"Fantasy trading card game illustration, digital-painterly style. An ascetic dressed in thorn robes meditating motionlessly amidst prickly vines. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-thornwild-forager.png,Dornwild-Sammlerin,"Fantasy trading card game illustration, digital-painterly style. A wild female forager roaming the dense undergrowth with a willow basket full of thornberries. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidal-insight.png,Flutweisheit,"Fantasy trading card game illustration, digital-painterly style. Two glowing water vortices forming characters of wisdom over a calm tide surface. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidal-rebuke.png,Gezeitenschelte,"Fantasy trading card game illustration, digital-painterly style. A sudden tidal wave tearing a creature back, effortlessly washing it into the owner's hand. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidal-renewal.png,Gezeitenerneuerung,"Fantasy trading card game illustration, digital-painterly style. Refreshing tidal water washing around an exhausted creature, dissolving its tension. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidal-serpent.png,Flutschlange,"Fantasy trading card game illustration, digital-painterly style. A long, turquoise-shimmering sea serpent rising far out of the waves to ward off attackers from afar. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidal-surge.png,Gezeitenschwall,"Fantasy trading card game illustration, digital-painterly style. A powerful tidal surge briefly washing around a creature, granting it raw impact force. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidalbound-growth.png,Flutgebundenes Wachstum,"Fantasy trading card game illustration, digital-painterly style. Turquoise tidal water permanently saturating a creature, letting it grow stronger. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidalguard-standard.png,Flutwacht-Feldzeichen,"Fantasy trading card game illustration, digital-painterly style. A high military standard washed by sea spray watching over a coastal fortress. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tide-cove.png,Gezeitenbucht,"Fantasy trading card game illustration, digital-painterly style. A calm, turquoise-blue cove with gently rolling waves against a rocky shore. Color palette: neutral stone material tones, cool blue water. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tide-scout.png,Gezeitenkundschafter,"Fantasy trading card game illustration, digital-painterly style. A light-footed scout wading through shallow water, looking out over the tidal cove. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tide-warden.png,Gezeitenwächterin,"Fantasy trading card game illustration, digital-painterly style. A turquoise-attired female warden standing watchfully at the edge of a calm tidal lagoon. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidebane-wither.png,Flutbann-Fäulnis,"Fantasy trading card game illustration, digital-painterly style. Cold, foul tidal water slowly decomposing a creature's strength. Color palette: cool blue, turquoise tones, sickly dark rot. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidebind-courser.png,Flutbann-Kurier,"Fantasy trading card game illustration, digital-painterly style. A swift water spirit courier gliding stream-fast over the wave surface. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tideborn-remnant.png,Flutgeborenes Überbleibsel,"Fantasy trading card game illustration, digital-painterly style. A translucent remnant of a tide spirit dissolving into a final clarifying stream of water upon passing away. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidebound-archive.png,Flutgebundenes Archiv,"Fantasy trading card game illustration, digital-painterly style. An archive saturated by water with swollen yet still legible scrolls. Color palette: cool blue and turquoise tones, water-logged parchment. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidebound-elegy.png,Flutgebundene Klage,"Fantasy trading card game illustration, digital-painterly style. A mournful, turquoise elegy figure floating over the calm waves of a sunken city. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidebound-vow.png,Flutgebundener Schwur,"Fantasy trading card game illustration, digital-painterly style. A solemn vow permanently binding healing tide power to a creature. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidecraft-charm.png,Flutwerk-Amulett,"Fantasy trading card game illustration, digital-painterly style. An amulet elaborately crafted from seashells and seaweed, shimmering in the interplay of tides. Color palette: cool blue, turquoise tones, seashell texture. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidecrest-warden.png,Flutkamm-Wächterin,"Fantasy trading card game illustration, digital-painterly style. A female warden with a foam-crowned crest standing watchfully on a spray-washed rock. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidefang-sentinel.png,Flutzahn-Wächterin,"Fantasy trading card game illustration, digital-painterly style. A water spirit warden with sharp, tide-formed teeth striking lightning-fast. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidereader-oracle.png,Gezeitenleserin,"Fantasy trading card game illustration, digital-painterly style. A female seer foretelling coming events in the ripples of the tides. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidereave-current.png,Flutraub-Strömung,"Fantasy trading card game illustration, digital-painterly style. A tearing, all-carrying current robbing and bearing away foreign goods. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tiderend-wave.png,Flutriss-Woge,"Fantasy trading card game illustration, digital-painterly style. A tearing wave breaking through an enemy structure, washing it back into the owner's hand. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tideshaper-adept.png,Flutformerin,"Fantasy trading card game illustration, digital-painterly style. A skilled female shaper watchfully directing water currents with raised hands. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tideshard-rogue.png,Flutscherben-Schleicherin,"Fantasy trading card game illustration, digital-painterly style. A ghostly female rogue made of shattered water glass sneaking silently between the waves. Color palette: cool blue and turquoise tones, glassy shards. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tideshell-warden.png,Flutschalen-Wächterin,"Fantasy trading card game illustration, digital-painterly style. A female warden enveloped in a hard seashell crouching protectively against the surf. Color palette: cool blue, turquoise tones, hard seashell grey. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidespawn-caller.png,Flutbrut-Ruferin,"Fantasy trading card game illustration, digital-painterly style. A water spirit caller luring new brood from the deep currents with a clear voice. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidesurge-crasher.png,Gezeitensturm-Brecher,"Fantasy trading card game illustration, digital-painterly style. A massive octopus crashing with roaring force through any harbor wall in its way. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidewarden-sigil.png,Flutwart-Siegel,"Fantasy trading card game illustration, digital-painterly style. A luminous turquoise seal keeping its bearer always watchful over the swaying waves. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidewash-cleanse.png,Flutwäsche,"Fantasy trading card game illustration, digital-painterly style. Clear tidal water washing cleansing over a weakened creature, washing away wounds. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidewash-veil.png,Flutschleier,"Fantasy trading card game illustration, digital-painterly style. A thin, turquoise water veil laying shimmering over the battlefield. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidewell-cleric.png,Flutquell-Klerikerin,"Fantasy trading card game illustration, digital-painterly style. A female cleric at a holy tidal spring drawing healing power directly from the flowing water. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidewhip-skirmisher.png,Flutpeitschen-Plänklerin,"Fantasy trading card game illustration, digital-painterly style. A swift water spirit skirmisher whipping lightning-quick through the waves with foaming arms. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidewing-warden.png,Flutschwingen-Wächterin,"Fantasy trading card game illustration, digital-painterly style. A winged water spirit warden gliding over the surf with dripping wings. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tidewrath-guardian.png,Flutzorn-Wächter,"Fantasy trading card game illustration, digital-painterly style. An angry water spirit guardian hurling a counter-wave back upon every hit. Color palette: cool blue and turquoise tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-titanroot-canopy.png,Titanwurzel-Blätterdach,"Fantasy trading card game illustration, digital-painterly style. A massive canopy of leaves made of titanic, ancient roots spanning across the entire grove. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-tithehall-warden.png,Zenhthallen-Hüterin,"Fantasy trading card game illustration, digital-painterly style. A strict female guardian watching over sacred tithes in a gold-trimmed tithe hall. Color palette: warm gold and white tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-twin-cinder.png,Zwillingsglut,"Fantasy trading card game illustration, digital-painterly style. Two small, spark-showering embers shooting off simultaneously in different directions. Color palette: warm red and orange tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-twinpath-cog.png,Zwiepfad-Zahnrad,"Fantasy trading card game illustration, digital-painterly style. A double, interlocking pair of gears rotating in opposite directions. Color palette: neutral material tones, brass, iron. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-twinroot-blessing.png,Zwillingswurzel-Segen,"Fantasy trading card game illustration, digital-painterly style. Two radiant green root blessings growing simultaneously from the ground, strengthening two allies. Color palette: lush green and deep brown tones. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
core-vanguard-standard.png,Vorhut-Feldzeichen,"Fantasy trading card game illustration, digital-painterly style. A highly raised military standard of the vanguard driving an entire host to lightning-fast attacks. Color palette: neutral material tones, iron grey. Pure art motif, no text, no borders, no UI elements. Aspect ratio 4:3."
